gene_symbol,entrez_id,ensembl_gene_id,mgi_gene_id,uniprot_id,family_id,sf_id,family_name,subfamily_name
Htr5a,,,MGI:96283,,PTHR24247,PTHR24247:SF108,5-HYDROXYTRYPTAMINE RECEPTOR,5-HYDROXYTRYPTAMINE RECEPTOR 5A
Htr5b,,,MGI:96284,,PTHR24247,PTHR24247:SF14,5-HYDROXYTRYPTAMINE RECEPTOR,5-HYDROXYTRYPTAMINE RECEPTOR 5B
Htr6,,,MGI:1196627,,PTHR24247,PTHR24247:SF236,5-HYDROXYTRYPTAMINE RECEPTOR,5-HYDROXYTRYPTAMINE RECEPTOR 6
Htr7,,,MGI:99841,,PTHR24247,PTHR24247:SF116,5-HYDROXYTRYPTAMINE RECEPTOR,5-HYDROXYTRYPTAMINE RECEPTOR 7
Htra1,,,MGI:1929076,,PTHR22939,PTHR22939:SF13,SERINE PROTEASE FAMILY S1C HTRA-RELATED,SERINE PROTEASE HTRA1
Htra2,,,MGI:1928676,,PTHR22939,PTHR22939:SF127,SERINE PROTEASE FAMILY S1C HTRA-RELATED,"SERINE PROTEASE HTRA2, MITOCHONDRIAL"
Htra3,,,MGI:1925808,,PTHR22939,PTHR22939:SF14,SERINE PROTEASE FAMILY S1C HTRA-RELATED,SERINE PROTEASE HTRA3
Htra4,,,MGI:3036260,,PTHR22939,PTHR22939:SF105,SERINE PROTEASE FAMILY S1C HTRA-RELATED,SERINE PROTEASE HTRA4
Htt,,,MGI:96067,,PTHR10170,PTHR10170:SF10,HUNTINGTON DISEASE PROTEIN,HUNTINGTIN
Hunk,,,MGI:1347352,,PTHR24343,PTHR24343:SF188,SERINE/THREONINE KINASE,HORMONALLY UP-REGULATED NEU TUMOR-ASSOCIATED KINASE
Hus1,,,MGI:1277962,,PTHR12900,PTHR12900:SF4,MITOTIC AND DNA DAMAGE CHECKPOINT PROTEIN HUS1,CHECKPOINT PROTEIN HUS1
Hus1b,,,MGI:2671003,,PTHR12900,PTHR12900:SF3,MITOTIC AND DNA DAMAGE CHECKPOINT PROTEIN HUS1,CHECKPOINT PROTEIN HUS1B
Huwe1,,,MGI:1926884,,PTHR11254,PTHR11254:SF67,HECT DOMAIN UBIQUITIN-PROTEIN LIGASE,E3 UBIQUITIN-PROTEIN LIGASE HUWE1
Hvcn1,,,MGI:1921346,,PTHR46480,PTHR46480:SF1,F20B24.22,VOLTAGE-GATED HYDROGEN CHANNEL 1
Hyal1,,,MGI:96298,,PTHR11769,PTHR11769:SF23,HYALURONIDASE,HYALURONIDASE-1
Hyal2,,,MGI:1196334,,PTHR11769,PTHR11769:SF6,HYALURONIDASE,HYALURONIDASE-2
Hyal3,,,MGI:1330288,,PTHR11769,PTHR11769:SF19,HYALURONIDASE,HYALURONIDASE-3
Hyal4,,,MGI:1924292,,PTHR11769,PTHR11769:SF7,HYALURONIDASE,HYALURONIDASE-4
Hyal5,,,MGI:1921718,,PTHR11769,PTHR11769:SF20,HYALURONIDASE,HYALURONIDASE PH-20
Hyal6,,,MGI:1921659,,PTHR11769,PTHR11769:SF9,HYALURONIDASE,HYALURONIDASE
Hydin,,,MGI:2389007,,PTHR23053,PTHR23053:SF0,DLEC1  DELETED IN LUNG AND ESOPHAGEAL CANCER 1,HYDROCEPHALUS-INDUCING PROTEIN HOMOLOG
Hyi,,,MGI:1915430,,PTHR43489,PTHR43489:SF6,ISOMERASE,HYDROXYPYRUVATE ISOMERASE-RELATED
Hykk,,,MGI:2443139,,PTHR21064,PTHR21064:SF1,UNCHARACTERIZED,HYDROXYLYSINE KINASE
Hyls1,,,MGI:1924082,,PTHR34174,PTHR34174:SF1,HYDROLETHALUS SYNDROME PROTEIN 1,HYDROLETHALUS SYNDROME PROTEIN 1
Hyou1,,,MGI:108030,,PTHR45639,PTHR45639:SF3,"HSC70CB, ISOFORM G-RELATED",HYPOXIA UP-REGULATED PROTEIN 1
Hypk,,,MGI:1914943,,PTHR31184,PTHR31184:SF2,HUNTINGTIN-INTERACTING PROTEIN K FAMILY MEMBER,HUNTINGTIN-INTERACTING PROTEIN K
I830077J02Rik,,,MGI:3588284,,PTHR37997,PTHR37997:SF1,TRANSMEMBRANE PROTEIN C1ORF162,TRANSMEMBRANE PROTEIN C1ORF162
Iah1,,,MGI:1914982,,PTHR14209,PTHR14209:SF26,ISOAMYL ACETATE-HYDROLYZING ESTERASE 1,ISOAMYL ACETATE-HYDROLYZING ESTERASE 1 HOMOLOG
Iap,,,MGI:96306,,PTHR40389,PTHR40389:SF1,FAMILY NOT NAMED,ENDOGENOUS RETROVIRUS GROUP K MEMBER 24 GAG POLYPROTEIN-RELATED
Iapp,,,MGI:96382,,PTHR10505,PTHR10505:SF4,CALCITONIN-RELATED,ISLET AMYLOID POLYPEPTIDE
Iars,,,MGI:2145219,,PTHR42780,PTHR42780:SF1,SOLEUCYL-TRNA SYNTHETASE,"ISOLEUCINE--TRNA LIGASE, CYTOPLASMIC"
Iars2,,,MGI:1919586,,PTHR42765,PTHR42765:SF1,SOLEUCYL-TRNA SYNTHETASE,"ISOLEUCINE--TRNA LIGASE, MITOCHONDRIAL"
Iba57,,,MGI:3041174,,PTHR22602,PTHR22602:SF0,UNCHARACTERIZED,"TRANSFERASE CAF17, MITOCHONDRIAL-RELATED"
Ibsp,,,MGI:96389,,PTHR10345,PTHR10345:SF0,BONE SIALOPROTEIN 2,BONE SIALOPROTEIN 2
Ibtk,,,MGI:1918677,,PTHR22872,PTHR22872:SF5,BTK-BINDING PROTEIN-RELATED,INHIBITOR OF BRUTON TYROSINE KINASE
Ica1,,,MGI:96391,,PTHR10164,PTHR10164:SF3,ISLET CELL AUTOANTIGEN 1,ISLET CELL AUTOANTIGEN 1
Ica1l,,,MGI:1917625,,PTHR10164,PTHR10164:SF5,ISLET CELL AUTOANTIGEN 1,ISLET CELL AUTOANTIGEN 1-LIKE PROTEIN
Icam1,,,MGI:96392,,PTHR13771,PTHR13771:SF9,INTERCELLULAR ADHESION MOLECULE,INTERCELLULAR ADHESION MOLECULE 1
Icam2,,,MGI:96394,,PTHR13771,PTHR13771:SF3,INTERCELLULAR ADHESION MOLECULE,INTERCELLULAR ADHESION MOLECULE 2
Icam4,,,MGI:1925619,,PTHR13771,PTHR13771:SF8,INTERCELLULAR ADHESION MOLECULE,INTERCELLULAR ADHESION MOLECULE 4
Icam5,,,MGI:109430,,PTHR13771,PTHR13771:SF12,INTERCELLULAR ADHESION MOLECULE,INTERCELLULAR ADHESION MOLECULE 5
Ice1,,,MGI:2385865,,PTHR11852,PTHR11852:SF4,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,LITTLE ELONGATION COMPLEX SUBUNIT 1
Ice2,,,MGI:2135947,,PTHR14633,PTHR14633:SF3,LITTLE ELONGATION COMPLEX SUBUNIT 2,LITTLE ELONGATION COMPLEX SUBUNIT 2
Icmt,,,MGI:1888594,,PTHR12714,PTHR12714:SF9,PROTEIN-S ISOPRENYLCYSTEINE O-METHYLTRANSFERASE,PROTEIN-S-ISOPRENYLCYSTEINE O-METHYLTRANSFERASE
Icos,,,MGI:1858745,,PTHR20904,PTHR20904:SF0,INDUCIBLE T-CELL COSTIMULATOR ICOS,INDUCIBLE T-CELL COSTIMULATOR
Icosl,,,MGI:1354701,,PTHR24100,PTHR24100:SF55,BUTYROPHILIN,ICOS LIGAND
Id1,,,MGI:96396,,PTHR11723,PTHR11723:SF4,DNA-BINDING PROTEIN INHIBITOR,DNA-BINDING PROTEIN INHIBITOR ID-1
Id2,,,MGI:96397,,PTHR11723,PTHR11723:SF5,DNA-BINDING PROTEIN INHIBITOR,DNA-BINDING PROTEIN INHIBITOR ID-2
Id3,,,MGI:96398,,PTHR11723,PTHR11723:SF16,DNA-BINDING PROTEIN INHIBITOR,DNA-BINDING PROTEIN INHIBITOR ID-3
Id4,,,MGI:99414,,PTHR11723,PTHR11723:SF6,DNA-BINDING PROTEIN INHIBITOR,DNA-BINDING PROTEIN INHIBITOR ID-4
Ide,,,MGI:96412,,PTHR43690,PTHR43690:SF18,NARDILYSIN,INSULIN-DEGRADING ENZYME-RELATED
Idh1,,,MGI:96413,,PTHR11822,PTHR11822:SF21,NADP-SPECIFIC ISOCITRATE DEHYDROGENASE,"ISOCITRATE DEHYDROGENASE [NADP], MITOCHONDRIAL"
Idh2,,,MGI:96414,,PTHR11822,PTHR11822:SF21,NADP-SPECIFIC ISOCITRATE DEHYDROGENASE,"ISOCITRATE DEHYDROGENASE [NADP], MITOCHONDRIAL"
Idh3a,,,MGI:1915084,,PTHR11835,PTHR11835:SF34,"DECARBOXYLATING DEHYDROGENASES-ISOCITRATE, ISOPROPYLMALATE, TARTRATE","ISOCITRATE DEHYDROGENASE [NAD] SUBUNIT ALPHA, MITOCHONDRIAL"
Idh3b,,,MGI:2158650,,PTHR11835,PTHR11835:SF42,"DECARBOXYLATING DEHYDROGENASES-ISOCITRATE, ISOPROPYLMALATE, TARTRATE","ISOCITRATE DEHYDROGENASE [NAD] SUBUNIT BETA, MITOCHONDRIAL"
Idh3g,,,MGI:1099463,,PTHR11835,PTHR11835:SF58,"DECARBOXYLATING DEHYDROGENASES-ISOCITRATE, ISOPROPYLMALATE, TARTRATE","ISOCITRATE DEHYDROGENASE [NAD] SUBUNIT GAMMA 1, MITOCHONDRIAL"
Idi1,,,MGI:2442264,,PTHR10885,PTHR10885:SF5,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE 1
Idi2,,,MGI:2444315,,PTHR10885,PTHR10885:SF2,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE,ISOPENTENYL-DIPHOSPHATE DELTA-ISOMERASE 2
Idnk,,,MGI:1922981,,PTHR43442,PTHR43442:SF3,GLUCONOKINASE-RELATED,GLUCONOKINASE-RELATED
Ido1,,,MGI:96416,,PTHR28657,PTHR28657:SF2,"INDOLEAMINE 2,3-DIOXYGENASE","INDOLEAMINE 2,3-DIOXYGENASE 1"
Ido2,,,MGI:2142489,,PTHR28657,PTHR28657:SF4,"INDOLEAMINE 2,3-DIOXYGENASE","INDOLEAMINE 2,3-DIOXYGENASE 2"
Ids,,,MGI:96417,,PTHR45953,PTHR45953:SF1,IDURONATE 2-SULFATASE,IDURONATE 2-SULFATASE
Idua,,,MGI:96418,,PTHR12631,PTHR12631:SF8,ALPHA-L-IDURONIDASE,ALPHA-L-IDURONIDASE
Ier2,,,MGI:104815,,PTHR15895,PTHR15895:SF4,IMMEDIATE EARLY RESPONSE GENE,IMMEDIATE EARLY RESPONSE GENE 2 PROTEIN
Ier3,,,MGI:104814,,PTHR16915,PTHR16915:SF0,IMMEDIATE EARLY RESPONSE 3,RADIATION-INDUCIBLE IMMEDIATE-EARLY GENE IEX-1
Ier3ip1,,,MGI:1913441,,PTHR15858,PTHR15858:SF0,UNCHARACTERIZED,IMMEDIATE EARLY RESPONSE 3-INTERACTING PROTEIN 1
Ier5,,,MGI:1337072,,PTHR15895,PTHR15895:SF12,IMMEDIATE EARLY RESPONSE GENE,IMMEDIATE EARLY RESPONSE GENE 5 PROTEIN
Ier5l,,,MGI:1919750,,PTHR15895,PTHR15895:SF11,IMMEDIATE EARLY RESPONSE GENE,IMMEDIATE EARLY RESPONSE GENE 5-LIKE PROTEIN
Iffo1,,,MGI:2444516,,PTHR14516,PTHR14516:SF2,1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE FAMILY MEMBER,INTERMEDIATE FILAMENT FAMILY ORPHAN 1
Iffo2,,,MGI:2140675,,PTHR14516,PTHR14516:SF1,1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE FAMILY MEMBER,INTERMEDIATE FILAMENT FAMILY ORPHAN 2
Ifi202a,,,MGI:1347080,,PTHR12200,PTHR12200:SF25,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,MYELOID CELL NUCLEAR DIFFERENTIATION ANTIGEN
Ifi203,,,MGI:96428,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi204,,,MGI:96429,,PTHR12200,PTHR12200:SF25,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,MYELOID CELL NUCLEAR DIFFERENTIATION ANTIGEN
Ifi205,,,MGI:101847,,PTHR12200,PTHR12200:SF25,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,MYELOID CELL NUCLEAR DIFFERENTIATION ANTIGEN
Ifi206,,,MGI:3646410,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi207,,,MGI:2138302,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi208,,,MGI:2442822,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi209,,,MGI:2138243,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi211,,,MGI:3041120,,PTHR12200,PTHR12200:SF25,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,MYELOID CELL NUCLEAR DIFFERENTIATION ANTIGEN
Ifi213,,,MGI:3695276,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi214,,,MGI:3584522,,PTHR12200,PTHR12200:SF24,INTERFERON-INDUCIBLE PROTEIN AIM2 FAMILY MEMBER,INTERFERON-ACTIVABLE PROTEIN 203-RELATED
Ifi27,,,MGI:1277180,,PTHR16932,PTHR16932:SF30,INTERFERON ALPHA-INDUCIBLE PROTEIN 27,"INTERFERON, ALPHA-INDUCIBLE PROTEIN 27"
Ifi27l2a,,,MGI:1924183,,PTHR16932,PTHR16932:SF2,INTERFERON ALPHA-INDUCIBLE PROTEIN 27,INTERFERON ALPHA-INDUCIBLE PROTEIN 27-LIKE PROTEIN 2
Ifi27l2b,,,MGI:1916390,,PTHR16932,PTHR16932:SF2,INTERFERON ALPHA-INDUCIBLE PROTEIN 27,INTERFERON ALPHA-INDUCIBLE PROTEIN 27-LIKE PROTEIN 2
Ifi30,,,MGI:2137648,,PTHR13234,PTHR13234:SF8,GAMMA-INTERFERON INDUCIBLE LYSOSOMAL THIOL REDUCTASE  GILT,GAMMA-INTERFERON-INDUCIBLE LYSOSOMAL THIOL REDUCTASE
Ifi35,,,MGI:1917360,,PTHR15225,PTHR15225:SF1,INTERFERON-INDUCED PROTEIN 35/NMI N-MYC/STAT INTERACTING PROTEIN,INTERFERON-INDUCED 35 KDA PROTEIN
Ifi44,,,MGI:2443016,,PTHR14241,PTHR14241:SF3,INTERFERON-INDUCED PROTEIN 44,INTERFERON-INDUCED PROTEIN 44
Ifi44l,,,MGI:95975,,PTHR14241,PTHR14241:SF2,INTERFERON-INDUCED PROTEIN 44,INTERFERON-INDUCED PROTEIN 44-LIKE
Ifi47,,,MGI:99448,,PTHR32341,PTHR32341:SF13,INTERFERON-INDUCIBLE GTPASE,GTP-BINDING PROTEIN
Ifih1,,,MGI:1918836,,PTHR14074,PTHR14074:SF14,HELICASE WITH DEATH DOMAIN-RELATED,INTERFERON-INDUCED HELICASE C DOMAIN-CONTAINING PROTEIN 1
Ifit1,,,MGI:99450,,PTHR10271,PTHR10271:SF23,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS 1
Ifit1bl1,,,MGI:3650685,,PTHR10271,PTHR10271:SF16,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS 1B
Ifit1bl2,,,MGI:2148249,,PTHR10271,PTHR10271:SF16,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS 1B
Ifit2,,,MGI:99449,,PTHR10271,PTHR10271:SF4,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS 2
Ifit3,,,MGI:1101055,,PTHR10271,PTHR10271:SF3,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS 3
Ifit3b,,,MGI:3698419,,PTHR10271,PTHR10271:SF3,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS,INTERFERON-INDUCED PROTEIN WITH TETRATRICOPEPTIDE REPEATS 3
Ifitm1,,,MGI:1915963,,PTHR13999,PTHR13999:SF13,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 1-RELATED
Ifitm10,,,MGI:2444776,,PTHR13999,PTHR13999:SF9,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 10
Ifitm2,,,MGI:1933382,,PTHR13999,PTHR13999:SF7,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 2-RELATED
Ifitm3,,,MGI:1913391,,PTHR13999,PTHR13999:SF4,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 3
Ifitm5,,,MGI:1934923,,PTHR13999,PTHR13999:SF10,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 5
Ifitm6,,,MGI:2686976,,PTHR13999,PTHR13999:SF22,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 6
Ifitm7,,,MGI:1921732,,PTHR13999,PTHR13999:SF13,INTERFERON INDUCIBLE TRANSMEMBRANE PROTEIN,INTERFERON-INDUCED TRANSMEMBRANE PROTEIN 1-RELATED
Ifna1,,,MGI:107668,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna11,,,MGI:109210,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna12,,,MGI:2676324,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna13,,,MGI:2667155,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna14,,,MGI:3641425,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna15,,,MGI:3649418,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna16,,,MGI:3649260,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna2,,,MGI:107666,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna4,,,MGI:107664,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna5,,,MGI:107663,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna6,,,MGI:107662,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna7,,,MGI:107661,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifna9,,,MGI:107659,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifnab,,,MGI:1097683,,PTHR11691,PTHR11691:SF60,TYPE I INTERFERON,INTERFERON ALPHA-2
Ifnar1,,,MGI:107658,,PTHR20859,PTHR20859:SF54,INTERFERON/INTERLEUKIN RECEPTOR,INTERFERON ALPHA/BETA RECEPTOR 1
Ifnar2,,,MGI:1098243,,PTHR20859,PTHR20859:SF53,INTERFERON/INTERLEUKIN RECEPTOR,INTERFERON ALPHA/BETA RECEPTOR 2
Ifnb1,,,MGI:107657,,PTHR11691,PTHR11691:SF68,TYPE I INTERFERON,INTERFERON BETA
Ifne,,,MGI:2667156,,PTHR11691,PTHR11691:SF8,TYPE I INTERFERON,INTERFERON EPSILON
Ifng,,,MGI:107656,,PTHR11419,PTHR11419:SF0,INTERFERON GAMMA,INTERFERON GAMMA
Ifngr1,,,MGI:107655,,PTHR20859,PTHR20859:SF5,INTERFERON/INTERLEUKIN RECEPTOR,INTERFERON GAMMA RECEPTOR 1
Ifngr2,,,MGI:107654,,PTHR20859,PTHR20859:SF46,INTERFERON/INTERLEUKIN RECEPTOR,INTERFERON GAMMA RECEPTOR 2
Ifnk,,,MGI:2683287,,PTHR11691,PTHR11691:SF6,TYPE I INTERFERON,INTERFERON KAPPA
Ifnl2,,,MGI:3647279,,PTHR31943,PTHR31943:SF1,INTERLEUKIN-28 AND 29,INTERFERON LAMBDA-2-RELATED
Ifnl3,,,MGI:2450574,,PTHR31943,PTHR31943:SF1,INTERLEUKIN-28 AND 29,INTERFERON LAMBDA-2-RELATED
Ifnlr1,,,MGI:2429859,,PTHR20859,PTHR20859:SF55,INTERFERON/INTERLEUKIN RECEPTOR,INTERFERON LAMBDA RECEPTOR 1
Ifnz,,,MGI:2448469,,PTHR11691,PTHR11691:SF37,TYPE I INTERFERON,INTERFERON OMEGA-1
Ifrd1,,,MGI:1316717,,PTHR12354,PTHR12354:SF6,INTERFERON-RELATED DEVELOPMENTAL REGULATOR,INTERFERON-RELATED DEVELOPMENTAL REGULATOR 1
Ifrd2,,,MGI:1316708,,PTHR12354,PTHR12354:SF8,INTERFERON-RELATED DEVELOPMENTAL REGULATOR,INTERFERON-RELATED DEVELOPMENTAL REGULATOR 2
Ift122,,,MGI:1932386,,PTHR12764,PTHR12764:SF4,WD REPEAT DOMAIN-RELATED,INTRAFLAGELLAR TRANSPORT PROTEIN 122 HOMOLOG
Ift140,,,MGI:2146906,,PTHR15722,PTHR15722:SF7,IFT140/172-RELATED,INTRAFLAGELLAR TRANSPORT PROTEIN 140 HOMOLOG
Ift172,,,MGI:2682064,,PTHR15722,PTHR15722:SF2,IFT140/172-RELATED,INTRAFLAGELLAR TRANSPORT PROTEIN 172 HOMOLOG
Ift20,,,MGI:1915585,,PTHR31978,PTHR31978:SF1,INTRAFLAGELLAR TRANSPORT PROTEIN 20 HOMOLOG,INTRAFLAGELLAR TRANSPORT PROTEIN 20 HOMOLOG
Ift22,,,MGI:1914536,,PTHR24073,PTHR24073:SF528,DRAB5-RELATED,INTRAFLAGELLAR TRANSPORT PROTEIN 22 HOMOLOG
Ift27,,,MGI:1914292,,PTHR47979,PTHR47979:SF7,DRAB11-RELATED,INTRAFLAGELLAR TRANSPORT PROTEIN 27 HOMOLOG
Ift43,,,MGI:1923661,,PTHR33724,PTHR33724:SF1,INTRAFLAGELLAR TRANSPORT PROTEIN 43 HOMOLOG,INTRAFLAGELLAR TRANSPORT PROTEIN 43 HOMOLOG
Ift46,,,MGI:1923818,,PTHR13376,PTHR13376:SF0,UNCHARACTERIZED,INTRAFLAGELLAR TRANSPORT PROTEIN 46 HOMOLOG
Ift52,,,MGI:2387217,,PTHR12969,PTHR12969:SF7,NGD5/OSM-6/IFT52,INTRAFLAGELLAR TRANSPORT PROTEIN 52 HOMOLOG
Ift57,,,MGI:1921166,,PTHR16011,PTHR16011:SF0,IFT57/HIPPI,INTRAFLAGELLAR TRANSPORT PROTEIN 57 HOMOLOG
Ift74,,,MGI:1914944,,PTHR31432,PTHR31432:SF0,INTRAFLAGELLAR TRANSPORT PROTEIN 74 HOMOLOG,INTRAFLAGELLAR TRANSPORT PROTEIN 74 HOMOLOG
Ift80,,,MGI:1915509,,PTHR24098,PTHR24098:SF11,OUTER SEGMENT 5,INTRAFLAGELLAR TRANSPORT PROTEIN 80 HOMOLOG
Ift81,,,MGI:1098597,,PTHR15614,PTHR15614:SF2,INTRAFLAGELLAR TRANSPORT PROTEIN 81 HOMOLOG,INTRAFLAGELLAR TRANSPORT PROTEIN 81 HOMOLOG
Ift88,,,MGI:98715,,PTHR44117,PTHR44117:SF1,INTRAFLAGELLAR TRANSPORT PROTEIN 88 HOMOLOG,INTRAFLAGELLAR TRANSPORT PROTEIN 88 HOMOLOG
Iftap,,,MGI:1915420,,PTHR35543,PTHR35543:SF1,PROTEIN C11ORF74,PROTEIN C11ORF74
Igbp1,,,MGI:1346500,,PTHR10933,PTHR10933:SF11,IMMUNOGLOBULIN-BINDING PROTEIN 1,IMMUNOGLOBULIN-BINDING PROTEIN 1
Igbp1b,,,MGI:1354380,,PTHR10933,PTHR10933:SF14,IMMUNOGLOBULIN-BINDING PROTEIN 1,IMMUNOGLOBULIN-BINDING PROTEIN 1B
Igdcc3,,,MGI:1202390,,PTHR44170,PTHR44170:SF20,PROTEIN SIDEKICK,IMMUNOGLOBULIN SUPERFAMILY DCC SUBCLASS MEMBER 3
Igdcc4,,,MGI:1858497,,PTHR44170,PTHR44170:SF5,PROTEIN SIDEKICK,IMMUNOGLOBULIN SUPERFAMILY DCC SUBCLASS MEMBER 4
Igf1,,,MGI:96432,,PTHR46845,PTHR46845:SF1,INSULIN-LIKE GROWTH FACTOR I,INSULIN-LIKE GROWTH FACTOR I
Igf1r,,,MGI:96433,,PTHR24416,PTHR24416:SF106,TYROSINE-PROTEIN KINASE RECEPTOR,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR
Igf2,,,MGI:96434,,PTHR46886,PTHR46886:SF1,INSULIN-LIKE GROWTH FACTOR II,INSULIN-LIKE GROWTH FACTOR II
Igf2bp1,,,MGI:1890357,,PTHR10288,PTHR10288:SF92,KH DOMAIN CONTAINING RNA BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR 2 MRNA-BINDING PROTEIN 1
Igf2bp2,,,MGI:1890358,,PTHR10288,PTHR10288:SF93,KH DOMAIN CONTAINING RNA BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR 2 MRNA-BINDING PROTEIN 2
Igf2bp3,,,MGI:1890359,,PTHR10288,PTHR10288:SF158,KH DOMAIN CONTAINING RNA BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR 2 MRNA-BINDING PROTEIN 3
Igf2r,,,MGI:96435,,PTHR15071,PTHR15071:SF17,MANNOSE-6-PHOSPHATE RECEPTOR FAMILY MEMBER,CATION-INDEPENDENT MANNOSE-6-PHOSPHATE RECEPTOR
Igfals,,,MGI:107973,,PTHR45836,PTHR45836:SF19,SLIT HOMOLOG,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN COMPLEX ACID LABILE SUBUNIT
Igfbp1,,,MGI:96436,,PTHR11551,PTHR11551:SF6,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 1
Igfbp2,,,MGI:96437,,PTHR11551,PTHR11551:SF5,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 2
Igfbp3,,,MGI:96438,,PTHR11551,PTHR11551:SF3,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 3
